grassius_name	uniprot_id	alleles
ZmABI36	B4FB68	GRMZM2G001048,Zm00001d049094,Zm00001eb168870
ZmbZIP119	K7TVS3	GRMZM2G120167,Zm00001d049135,Zm00001eb169130
ZmWRKY36	K7TZX4	GRMZM2G054125,Zm00001d049173,Zm00001eb169460,Zm00001eb169470
ZmbHLH141	A0A1D6PSU2	GRMZM2G080168,Zm00001d049158,Zm00001eb169340
ZmSIG4	K7UQN4	GRMZM2G143392,Zm00001d049160,Zm00001eb169360
ZmARF16	A0A3L6EZW9	GRMZM2G028980,Zm00001d053819,Zm00001eb207450
ZmSBP3	C0P8S5	GRMZM2G106798,Zm00001d049165,Zm00001eb169410
ZmC3H11	B4FTY3	GRMZM2G146514,Zm00001d049223,Zm00001eb169920
ZmMYBR10	A0A1D6PTE0	GRMZM2G477533,Zm00001d049236,Zm00001eb170030
ZmOrphan301	A0A3L6F8I7	GRMZM2G097135,Zm00001d049244,Zm00001eb170080
ZmGRAS28	A0A1D6PTF1	GRMZM2G342217,Zm00001d049249,Zm00001eb170100,Zm00001eb170110
ZmbHLH130	K7UAI8	GRMZM2G033356,Zm00001d049294,Zm00001eb170530
ZmARF13	K7U085	GRMZM2G378580,Zm00001d049295,Zm00001eb170540
ZmMYBR34	K7UAL2	GRMZM2G101806,Zm00001d049319,Zm00001eb170680
ZmOrphan319	C0PJC1	GRMZM2G176173,Zm00001d049347,Zm00001eb170920
ZmEREB209	B6TYT8	GRMZM2G089995,Zm00001d049364,Zm00001eb171050
ZmABI14	A0A1D6PU23	GRMZM2G106673,Zm00001d049367,Zm00001d049369,Zm00001eb171070,Zm00001eb171080
ZmHB97	C0PDK7	GRMZM2G130442,Zm00001d049443,Zm00001eb171720
ZmCADR5	A0A3L6F9K7	GRMZM2G444073,Zm00001d049485,Zm00001eb172020
ZmFARL6	A0A1D6PVQ7	GRMZM2G302323,Zm00001d049493
ZmMYBR83	A0A1D6PVQ9	GRMZM2G098884,Zm00001d049495,Zm00001eb172100
ZmGLK22	C4JBW4	GRMZM2G315506,Zm00001d049511,Zm00001eb172240
ZmC3H8	K7UB91	GRMZM2G315515,Zm00001d049516,Zm00001eb172260
ZmNAC77	A0A1D6PVX4	AC196475.3_FG005,Zm00001d049540,Zm00001eb172410
ZmMYBR79	K7U156	GRMZM2G014902,Zm00001d049543,Zm00001eb172450,Zm00001eb172460,Zm00001eb172470
ZmWRKY6	Q6JAE3	GRMZM2G161411,Zm00001d013630,Zm00001eb218170
ZmMYBR92	B4FDA5	GRMZM2G157306,Zm00001d049581,Zm00001eb172880
ZmOrphan184	K7U1I6	GRMZM2G008482,Zm00001d049651,Zm00001eb173520,Zm00001eb173530
ZmNAC115	B4FPS5	GRMZM2G069047,Zm00001d049678,Zm00001eb173840
ZmNAC105	K7TXH9	GRMZM2G123246,Zm00001d049687,Zm00001eb173960
ZmOrphan284	K7TTZ5	GRMZM2G162020,Zm00001d049684,Zm00001eb173930
ZmPHD11	A0A1D6GJ36	GRMZM2G408897,Zm00001d013416,Zm00001eb216130
ZmMADS32	A0A1D6PX18	GRMZM2G105387,GRMZM2G105438,Zm00001d049691,Zm00001d049692,Zm00001eb173990,Zm00001eb174000
ZmbHLH61	K7TXN6	GRMZM5G818776,Zm00001d049721,Zm00001eb174240
ZmMTERF12	A0A3L6F6F5	GRMZM2G113181,Zm00001d049743
ZmOrphan144	A0A1D6PY42	GRMZM2G125162,Zm00001d049777,Zm00001eb174830
ZmBBR3	A0A3L6F5H3	GRMZM2G164735,Zm00001d049800,Zm00001eb174990
ZmEREB15	A0A3L6F6D3	GRMZM2G111415,Zm00001d052026,Zm00001eb192320
ZmSBP1	Q49I57	GRMZM2G101511,Zm00001d049822,Zm00001eb175150,Zm00001eb175160
ZmFHA14	Q0MVR3	GRMZM2G006246,Zm00001d013976,Zm00001eb221260
ZmSBP32	A0A1B1MQB5	AC233751.1_FG002,Zm00001d049824,Zm00001eb175190
ZmNAC75	A0A3L6EWT3	GRMZM2G100583,Zm00001d049860,Zm00001eb175500
ZmbHLH165	C4JAG6	GRMZM2G145579,Zm00001d049870,Zm00001eb175540
ZmEREB89	A0A3L6F0Y3	GRMZM2G156737,Zm00001d049889,Zm00001eb175640
ZmEREB78	K7UT74	GRMZM2G060206,Zm00001d049903,Zm00001eb175740
ZmNAC12	A0A1D6PYP6	GRMZM2G125777,Zm00001d049913,Zm00001eb175840
ZmGBP20	K7UTP1	GRMZM2G423292,Zm00001d049991,Zm00001eb176440
ZmbHLH113	A0A3L6F3E4	GRMZM2G471635,Zm00001d050016,Zm00001eb176650
ZmbZIP68	B4FRB4	GRMZM2G157722,Zm00001d050018,Zm00001eb176680
ZmNAC92	K7TV61	GRMZM2G048826,Zm00001d050039,Zm00001eb176840
ZmWRKY122	A0A3L6EXG6	GRMZM2G549512,Zm00001d050023,Zm00001eb176740
ZmEREB140	A0A1D6Q027	GRMZM2G348307,Zm00001d050137,Zm00001eb177550
ZmMYB108	K7TZ48	GRMZM2G011422,Zm00001d050185,Zm00001eb178050
ZmWRKY94	K7TVL8	GRMZM2G148561,Zm00001d050195,Zm00001eb178160,Zm00001eb178170
ZmOrphan123	Q1JSA0	GRMZM2G016145,Zm00001d050200,Zm00001eb178220
ZmCADR3	B4F864	GRMZM2G147712,Zm00001d050242,Zm00001eb178500
ZmWRKY97	B6SQR1	AC205562.3_FG002,GRMZM2G053507,Zm00001d050247,Zm00001eb178550
ZmLBD23	A0A1D6Q0Q8	GRMZM2G079768,Zm00001d050269,Zm00001eb178740
ZmHB7	B6T3Y6	GRMZM2G122076,Zm00001d050310,Zm00001eb179000
ZmHAG23	Q8VWI2	GRMZM2G046021,Zm00001d014175,Zm00001eb223040
ZmGLK46	A0A1D6Q194	GRMZM2G175827,Zm00001d050350,Zm00001eb179290
ZmZIM35	C0PCB2	GRMZM2G151519,Zm00001d050365,Zm00001eb179390
ZmTCP15	C0P588	GRMZM2G060319,Zm00001d050389,Zm00001eb179560
ZmbHLH40	A0A1D6Q1G9	GRMZM2G526668,Zm00001d050394,Zm00001eb179590
ZmMYB28	K7U482	GRMZM2G111117,Zm00001d050400,Zm00001eb179640,Zm00001eb179650
ZmGLK49	A0A1D6Q1J2	GRMZM2G168002,Zm00001d050404,Zm00001eb179690
ZmNAC37	K7TWF1	AC198937.4_FG005,Zm00001d050410,Zm00001eb179740
ZmHB90	A0A1D6Q1V7	GRMZM2G419252,Zm00001d050487,Zm00001eb180280
ZmZHD7	A0A1D6Q1P9	GRMZM2G353734,Zm00001d050443,Zm00001eb179960
ZmZHD19	K7TWH7	GRMZM2G370863,Zm00001d050452,Zm00001eb180020
ZmOrphan187	A0A3L6EYQ3	GRMZM2G120246,Zm00001d050614,Zm00001eb181140
ZmPHD28	K7TV55	GRMZM2G068331,Zm00001d048969,Zm00001eb167840
ZmE2F16	A0A1D6Q2U1	GRMZM2G041701,Zm00001d050664,Zm00001eb181510
ZmTHX40	C0P505	GRMZM2G469873,Zm00001d050698,Zm00001eb181760
ZmMYBR38	A0A1D6Q313	GRMZM2G059167,Zm00001d050726,Zm00001d050728,Zm00001eb181960
ZmTRAF19	A0A1D6L7A4	GRMZM2G060765,Zm00001d034400,Zm00001eb060340
ZmHAG7	A0A060D7E5	GRMZM2G031062,Zm00001d034417,Zm00001eb060500
ZmHAG8	B4FQJ3	GRMZM2G342856,Zm00001d034418,Zm00001eb060510
ZmTRAF43	A0A1D6PY43	GRMZM2G372171,Zm00001d049781,Zm00001eb174850
ZmHAG9	A0A060D878	GRMZM2G478798,Zm00001d034419,Zm00001eb060530
ZmSNF2_7	K7TYR1	GRMZM2G030768,Zm00001d050061,Zm00001eb176980
ZmIWS1	B4F8B1	GRMZM2G465553,Zm00001d034606,Zm00001eb062210
ZmLUG1	A0A1D6LCJ6	GRMZM2G036169,Zm00001d034929,Zm00001eb065280
ZmTRAF45	K7TUR7	GRMZM2G574887,Zm00001d048843,Zm00001eb166870
ZmIAA38	A0A1D6PSN1	GRMZM2G148188,Zm00001d049143,Zm00001eb169210
ZmFHA10	K7TW25	AC211652.4_FG002,Zm00001d049225,Zm00001eb169940
ZmMED26_17	A0A1D6P696	GRMZM2G162859
ZmMBF2	B4FI06	GRMZM2G101480
ZmTRAF10	A0A1D6PTX7	GRMZM2G026724,Zm00001d049350,Zm00001eb170960
ZmSNF2_36	K7UB18	GRMZM2G449355,Zm00001d049455,Zm00001eb171780
ZmHAG18	A0A3L6EY65	GRMZM2G055141,Zm00001d049501,Zm00001eb172140
ZmBSD3	K7US08	GRMZM5G870572,GRMZM2G390096,Zm00001d049563,Zm00001d049564,Zm00001eb172700,Zm00001eb172710
ZmSNF2_39	A0A1D6PWG0	GRMZM2G574858,Zm00001d049605,Zm00001eb173050
ZmPHD13	B6SV09	GRMZM2G059266,Zm00001d049736,Zm00001eb174450
ZmTRAF24	K7TUA2	GRMZM2G081441,Zm00001d049774,Zm00001eb174790
ZmOrphan235	B4FKP5	GRMZM2G096171,Zm00001d050768,Zm00001eb182130
ZmSRS4	A0A3L6ESY9	GRMZM2G097683,Zm00001d014762,Zm00001eb227800
ZmARF14	C4JAZ4	GRMZM2G137413,Zm00001d050781,Zm00001eb182260
ZmEREB32	A0A3L6F0L5	GRMZM2G139740,Zm00001d050787,Zm00001eb182300
ZmALF7	A0A1D6Q3E8	GRMZM2G107807,Zm00001d050816,Zm00001eb182490
ZmHB56	A0A1D6Q3J0	GRMZM2G047715,Zm00001d050834,Zm00001eb182650
ZmNAC58	A0A1D6Q3P3	AC205484.3_FG005,Zm00001d050870,Zm00001eb182960
ZmOrphan334	K7U134	GRMZM2G081359,Zm00001d000098,Zm00001eb182690
ZmEIL5	K7U164	AC210616.4_FG005,Zm00001d050861,Zm00001eb182890
ZmOrphan316	A0A1D6DVZ5	GRMZM2G443903,Zm00001d002046,Zm00001d002047,Zm00001d002048,Zm00001d002049,Zm00001d002050,Zm00001eb068240,Zm00001eb068250,Zm00001eb068260
ZmMTERF13	B4FY09	GRMZM2G312806,Zm00001d050886,Zm00001eb183160
ZmNAC40	C0PC79	GRMZM5G898290,Zm00001d050893,Zm00001eb183190
ZmMADS39	A0A1D6Q3S4	GRMZM2G055782,GRMZM2G133568,Zm00001d050897,Zm00001eb183200
ZmEREB132	B6SQ62	GRMZM2G165257,Zm00001d050948,Zm00001eb183620
ZmOrphan167	A0A1D6Q453	GRMZM2G127924,Zm00001d050959,Zm00001eb183690
ZmCA2P2	A0A1D6GMS0	GRMZM2G582893,GRMZM2G466938,Zm00001d013856,Zm00001eb220320
ZmOrphan90	A0A1D6Q542	GRMZM2G020081,Zm00001d051114,Zm00001eb184870
ZmNAC101	B6TBS0	GRMZM2G104078,Zm00001d050960,Zm00001eb183700
ZmOrphan179	B4FXI0	GRMZM2G019335,Zm00001d051018,Zm00001eb184110
ZmOrphan60	A0A1D6Q4V2	GRMZM2G004908,GRMZM2G041842,Zm00001d051075,Zm00001eb184600
ZmMYB144	A0A1D6Q550	GRMZM2G043792,Zm00001d051117,Zm00001eb184890
ZmHB57	G2J5S6	GRMZM2G060444,Zm00001d004234,Zm00001eb087250
ZmNAC17	B4FLY4	GRMZM2G062009,Zm00001d051140,Zm00001eb185110
ZmMYB39	K7TYD9	GRMZM2G127857,Zm00001d051149,Zm00001eb185160
ZmTCP22	A0A1D6PNC2	GRMZM2G135461,Zm00001d051154,Zm00001eb185180
ZmARF15	D9HNU2	GRMZM2G081406,Zm00001d051172,Zm00001eb185290
ZmTCP25	K7TYK6	GRMZM2G078077,Zm00001d051216,Zm00001eb185560
ZmEREB170	K7UHB4	GRMZM2G300924,Zm00001d051239,Zm00001eb185680
ZmMYB166	B4FV81	GRMZM2G496770,Zm00001d051267,Zm00001eb185920
ZmMYB103	B4FNK5	GRMZM2G111045,Zm00001d051269
ZmNAC27	A0A1D6Q628	GRMZM2G354151,Zm00001d051294,Zm00001eb186010
ZmTHX16	K7TYX1	GRMZM2G063203,Zm00001d051316,Zm00001eb186200
ZmWRKY98	K7UHL4	GRMZM2G377217,Zm00001d051328,Zm00001eb186280
ZmEREB5	A0A1D6Q6F0	GRMZM2G048621,Zm00001d051350,Zm00001eb186480
ZmGRAS80	C0P5D5	GRMZM2G098800,Zm00001d051387,Zm00001eb186770
ZmEREB176	K7U2T2	GRMZM2G072926,Zm00001d051355,Zm00001eb186490
ZmPLATZ6	A0A1D6Q6H4	GRMZM2G342691,Zm00001d051376,Zm00001eb186680
ZmDOF17	K7UHV4	GRMZM2G114998,Zm00001d051439,Zm00001eb187120
ZmEREB127	K7UY40	GRMZM2G000520,Zm00001d051451,Zm00001eb187190
ZmGRF9	K7TZB5	GRMZM2G124566,Zm00001d051456
ZmMYBR64	K7UY49	GRMZM2G118693,GRMZM5G835542,Zm00001d051458,Zm00001eb187250,Zm00001eb187260,Zm00001eb187270
ZmARF17	D9HNU4	GRMZM2G159399,Zm00001d014013,Zm00001eb221620
ZmGRAS76	B6SWF9	GRMZM2G028438,Zm00001d051461,Zm00001eb187310
ZmMADS5	C4JAA4	GRMZM2G003514,Zm00001d051465,Zm00001eb187330
ZmMYBR58	A0A1D6Q754	GRMZM2G170322,Zm00001d051480,Zm00001eb187450
ZmbHLH13	K7TZI1	GRMZM2G091003,Zm00001d051509,Zm00001eb187720
ZmOrphan281	K7UIX5	GRMZM2G011015,Zm00001d051689,Zm00001eb189410
ZmPLATZ7	K7UYB0	GRMZM2G091044,Zm00001d051511,Zm00001eb187730
ZmMYB19	P20024	GRMZM5G833253,Zm00001d051520,Zm00001eb187810,Zm00001eb187820
ZmGLK29	A0A1D6Q7L2	GRMZM2G070865,Zm00001d051527,Zm00001eb187880
ZmWRKY11	C0HI27	GRMZM2G138683,Zm00001d051550,Zm00001eb188100
ZmTUB6	B4FAS5	GRMZM2G176340,Zm00001d051568,Zm00001eb188370
ZmbHLH11	B4FVV0	GRMZM2G176289,Zm00001d051569,Zm00001eb188380
ZmOrphan61	K7U4B4	GRMZM2G125943,Zm00001d051812,Zm00001eb190410
ZmZHD17	K7U7M4	GRMZM2G069365,Zm00001d051573,Zm00001eb188410
ZmDOF43	A0A3L6EX91	GRMZM2G589696,Zm00001d051577,Zm00001eb188460
ZmARID3	K7TZX7	GRMZM2G110109,Zm00001d051632,Zm00001eb188950
ZmCOL14	B4FE60	GRMZM2G042198,Zm00001d051684,Zm00001eb189080
ZmBSD1	B4FFI9	GRMZM2G170161,Zm00001d007479,Zm00001eb114070
ZmCADR7	K7UZ84	GRMZM2G124663,Zm00001d051697,Zm00001eb189490
ZmDOF9	K7U893	GRMZM2G449950,Zm00001d051700,Zm00001eb189510
ZmCOL9	B4FE60	GRMZM2G167560
ZmHB115	K7U8D5	GRMZM2G021339,Zm00001d051749,Zm00001eb189900
ZmMYB142	K7U498	GRMZM2G055158,Zm00001d051788,Zm00001eb190160
ZmOrphan116	A0A1D6QAK8	GRMZM2G544441,Zm00001d051874
ZmNAC26	C0P764	GRMZM2G113950,Zm00001d051879,Zm00001eb191020
ZmOrphan317	K7UZU1	GRMZM2G075368,Zm00001d051889,Zm00001eb191130
ZmLBD24	K7U8R9	GRMZM2G075499,Zm00001d051891,Zm00001eb191160,Zm00001eb191170
ZmNAC51	K7UK16	GRMZM2G140901,Zm00001d051956,Zm00001eb191780
ZmGATA4	C0PFJ8	GRMZM2G379005,Zm00001d051981,Zm00001eb191940
ZmbHLH104	C0P718	GRMZM2G088443,Zm00001d039764,Zm00001eb123570
ZmDBP1	A0A1D6QC07	GRMZM2G108147,AC231633.1_FG004,Zm00001d052018,Zm00001eb192230
ZmbHLH12	A0A1D6QC99	GRMZM2G316758,GRMZM2G316749,Zm00001d052037,Zm00001d052038,Zm00001eb192430,Zm00001eb192440
ZmTRAF3	A0A3L6FTK4	GRMZM2G000936,Zm00001d007522,Zm00001eb114430
ZmMYB16	K7U1L5	GRMZM2G015021,Zm00001d052069,Zm00001eb192770
ZmMTERF14	B7ZY02	GRMZM2G000610,Zm00001d052081,Zm00001eb192920
ZmEREB14	A0A3L6F885	GRMZM2G018398,Zm00001d052087,Zm00001eb192960
ZmEREB57	A0A3L6EWC3	GRMZM2G097081,Zm00001d052102,Zm00001eb193060
ZmOrphan279	K7U9N8	GRMZM2G449909,Zm00001d052110,Zm00001eb193160
ZmGRF10	K7U1V3	GRMZM2G105335,Zm00001d052112,Zm00001eb193180
ZmOrphan290	A0A3L6F148	GRMZM2G165991,Zm00001d052125,Zm00001eb193290
ZmHB83	G2J5S7	GRMZM2G126646,Zm00001d052133,Zm00001eb193330
ZmEREB13	K7U5M6	GRMZM2G011110,Zm00001d052152,Zm00001eb193550
ZmEREB7	K7U9V5	GRMZM2G173771,Zm00001d052167,Zm00001eb193670
ZmMADS72	A0A1D6QE35	GRMZM2G370777,Zm00001d052180,Zm00001eb193790
ZmbZIP50	B6TLC2	GRMZM2G336766,Zm00001d053703,Zm00001eb206320
ZmbHLH36	C0HDV6	GRMZM2G008691,Zm00001d052192,Zm00001eb193920
ZmEREB17	C4JBG6	GRMZM2G029323,Zm00001d052229,Zm00001eb194220
ZmbHLH155	B6UDF7	GRMZM2G042101,Zm00001d052254
ZmE2F13	K7U648	GRMZM2G361659,Zm00001d052288,Zm00001eb194770
ZmWRKY16	B4FCE6	GRMZM2G063216,Zm00001d052357,Zm00001eb195420
ZmLBD25	A0A1D6QG83	GRMZM2G025989,GRMZM2G092167,Zm00001d052317,Zm00001eb195020
ZmWRKY76	K7U6F3	GRMZM2G451035,Zm00001d052358,Zm00001eb195430
ZmEREB155	A0A1D6QGN8	GRMZM2G060465,Zm00001d052365,Zm00001eb195490
ZmGRAS78	Q9FUZ7	GRMZM2G131516,Zm00001d052380,Zm00001eb195650
ZmC3H50	K7ULV5	GRMZM2G346113,Zm00001d052385,Zm00001eb195700
ZmZHD18	A0A1D6QGV3	GRMZM2G462417,Zm00001d052395,Zm00001d052396,Zm00001eb195830,Zm00001eb195840
ZmMYB97	K7V1Y7	GRMZM2G162434,Zm00001d052397,Zm00001eb195850
ZmEREB20	C0P7H6	GRMZM2G174834,Zm00001d052405,Zm00001eb195920
ZmGATA30	K7V265	GRMZM2G464037,Zm00001d052431,Zm00001eb196120
ZmGRAS24	A0A1D6QHE2	GRMZM2G140085,Zm00001d052463,Zm00001eb196420
ZmGRAS13	K7V297	GRMZM2G140094,Zm00001d052464,Zm00001eb196430
ZmbZIP79	C0PCW0	GRMZM2G030877,GRMZM2G031094,Zm00001d052542,Zm00001d052543,Zm00001eb197030,Zm00001eb197040
ZmNAC41	A0A1D6QHT0	GRMZM2G439903,Zm00001d052564,Zm00001eb197170
ZmABI40	B4FEK2	GRMZM2G328742,Zm00001d052591,Zm00001eb197370
ZmOFP21	K7U3L5	GRMZM2G013302,Zm00001d052605,Zm00001eb197480,Zm00001eb197490
ZmOFP22	A0A1D6QHZ1	GRMZM2G013271,Zm00001d052606,Zm00001eb197500
ZmCA5P9	Q8W0W6	GRMZM2G091433,Zm00001d052621,Zm00001eb197620
ZmMADS52	A0A1D6FBE2	GRMZM2G446426,Zm00001d052648,Zm00001eb197860
ZmbZIP81	A0A1D6QJ26	AC190609.3_FG001,Zm00001d052717,Zm00001eb198410
ZmbZIP43	A0A3L6F444	GRMZM2G149150,Zm00001d052725,Zm00001eb198470
ZmEREB74	A0A060D7Z7	GRMZM2G024871,Zm00001d014113,Zm00001eb222470
ZmbHLH8	K7UMR5	GRMZM2G038479,Zm00001d052728,Zm00001eb198510
ZmHSF7	A0A1D6QJG3	GRMZM2G098696,Zm00001d052738,Zm00001eb198620
ZmABI47	B4FPB4	GRMZM2G125596,Zm00001d052750,Zm00001eb198710
ZmTUB7	C0HIU6	GRMZM2G163726,Zm00001d052765,Zm00001eb198820
ZmCA5P14	A0A3L6F5H0	GRMZM2G174776,Zm00001d052838,Zm00001eb199430
ZmOrphan4	A0A1D6QJY5	GRMZM2G488465,Zm00001d052781,Zm00001eb198960
ZmTHX13	F1DJQ9	GRMZM5G850092,Zm00001d052798,Zm00001eb199110
ZmMYB63	K7V354	GRMZM2G017268,Zm00001d052804,Zm00001eb199170
ZmbZIP16	A0A1D6QK71	GRMZM2G144480,Zm00001d052807,Zm00001eb199200
ZmWRKY87	K7UNB8	GRMZM2G027972,Zm00001d052847,Zm00001eb199530
ZmOrphan202	K7U841	GRMZM2G071196,Zm00001d052852,Zm00001eb199570
ZmSBP30	B7ZYE2	GRMZM2G460544,Zm00001d052890,Zm00001eb199880
ZmSBP7	K7UCC7	GRMZM2G098557,Zm00001d052905,Zm00001eb199970
ZmMED26_14	A0A1D6MLH8	GRMZM2G100881,Zm00001d039871,Zm00001eb124450
ZmTCP2	K7U8N6	GRMZM2G003944,Zm00001d053020,Zm00001eb200960,Zm00001eb200970
ZmMYB67	A0A3L6F543	GRMZM2G089244,Zm00001d053060,Zm00001eb201150
ZmMYBR61	A0A1X7YEV5	GRMZM2G139760,Zm00001d000110,Zm00001eb201260
ZmHMG6	B4FQM3	GRMZM2G156785,Zm00001d051427,Zm00001eb187040
ZmNAC125	A0A3L6F2B3	GRMZM2G123667,Zm00001d000112,Zm00001eb201290
ZmMYB61	C4IZ84	GRMZM2G108959,Zm00001d053124,Zm00001eb201930
ZmHB6	K7UPH8	GRMZM2G458728,Zm00001d053151,Zm00001eb202140,Zm00001eb202150
ZmbZIP110	B4FWJ9	GRMZM2G079365,Zm00001d053162,Zm00001eb202260
ZmGRAS9	K7UPJ5	GRMZM2G091656,Zm00001d053163,Zm00001eb202270
ZmTHX38	C0PKA0	GRMZM2G126148,Zm00001d053178,Zm00001eb202410
ZmJMJ6	K7U161	GRMZM2G107109,GRMZM2G140524,GRMZM2G171163,Zm00001d051959,Zm00001d051960,Zm00001d051961,Zm00001d051962,Zm00001d051963,Zm00001d051964,Zm00001eb191790,Zm00001eb191810
ZmTUB3	B4F9I7	GRMZM2G046816,Zm00001d053179,Zm00001eb202420
ZmEREB111	K7U9C7	GRMZM2G076896,Zm00001d053195,Zm00001eb202570
ZmSRS3	A0A3L6EXT1	GRMZM2G017606,Zm00001d053208,Zm00001eb202660
ZmDDT2	A0A3L6F2H3	GRMZM2G064145,Zm00001d050753,Zm00001eb182070
ZmHMG5	A0A1D6N6I1	GRMZM2G144398,Zm00001d051142,Zm00001eb185120
ZmLIM8	K7U2J9	GRMZM2G134752,Zm00001d051262,Zm00001eb185900
ZmSNF2_26	A0A3L6F6P4	GRMZM2G178435,Zm00001d051324,Zm00001eb186260
ZmHAG19	B6TIB6	GRMZM2G011624,Zm00001d051663,Zm00001eb189250
ZmJMJ9	K7UK21	GRMZM2G140524,GRMZM2G107109,GRMZM2G171163,Zm00001d051959,Zm00001d051960,Zm00001d051961,Zm00001d051962,Zm00001d051963,Zm00001d051964,Zm00001eb191790,Zm00001eb191810
ZmSNF2_9	A0A1D6MP35	GRMZM2G070264,Zm00001d040203,Zm00001eb127010
ZmBSD4	A0A1D6Q9G4	GRMZM2G127548,Zm00001d051702,Zm00001eb189530
ZmJMJ21	A0A1D6QA61	GRMZM2G383210,Zm00001d051849,Zm00001eb190750
ZmJMJ2	A0A1D6QBD6	GRMZM2G171163,GRMZM2G107109,GRMZM2G140524,Zm00001d051959,Zm00001d051960,Zm00001d051961,Zm00001d051962,Zm00001d051963,Zm00001d051964,Zm00001eb191790,Zm00001eb191810
ZmJMJ4	A0A1D6QBH0	GRMZM2G027075,Zm00001d051965,Zm00001eb191820
ZmHAG20	K7U7C8	GRMZM2G059302,Zm00001d052680,Zm00001d052681,Zm00001eb198110
ZmRB2	K7UBH7	GRMZM2G016997,GRMZM2G320723,Zm00001d052695,Zm00001eb198220,Zm00001eb198230,Zm00001eb198240
ZmHMG7	B6T1S6	GRMZM2G125648,Zm00001d052749,Zm00001eb198700
ZmTRAF39	K7UBS0	GRMZM2G163671,Zm00001d052768,Zm00001eb198850
ZmTRAF33	A0A3L6F699	GRMZM2G130505,Zm00001d052837,Zm00001eb199410
ZmBAF60_15	A0A1D6QKL9	GRMZM2G332809,Zm00001d052871,Zm00001d052872,Zm00001d052873,Zm00001eb199690,Zm00001eb199700
ZmJMJ13	A0A3L6F7V7	GRMZM2G078198,Zm00001d052933,Zm00001d052934,Zm00001eb200180,Zm00001eb200190,Zm00001eb200200
ZmTRAF31	K7UNS5	GRMZM2G118082,Zm00001d052974,Zm00001eb200590
ZmMED26_20	B6TIC5	GRMZM2G590333,Zm00001d053189,Zm00001eb202520
ZmMYB17	K7V4N7	GRMZM2G138427,Zm00001d053210,Zm00001eb202670,Zm00001eb202680
ZmMYB42	K7UPS5	GRMZM2G419239,Zm00001d053220
ZmOrphan211	K7U5X9	GRMZM2G067910,Zm00001d053259,Zm00001eb203040
ZmGBP14	B4FZG8	GRMZM2G125239,Zm00001d053298,Zm00001eb203350
ZmWRKY8	A0A1D6QP27	GRMZM2G038158,Zm00001d053369,Zm00001eb203940
ZmbHLH24	B4FIG3	GRMZM2G085751,Zm00001d053391,Zm00001eb204110
ZmC3H43	B4FWN6	GRMZM2G164359,Zm00001d053397,Zm00001eb204190
ZmOrphan332	K7UE32	GRMZM2G073788,Zm00001d053399,Zm00001eb204210
ZmNLP11	A0A1D6QPG8	GRMZM2G472589,Zm00001d053437
ZmbZIP120	A0A3L6F971	GRMZM2G052102,Zm00001d053442,Zm00001eb204490
ZmBZR3	K7U6L6	GRMZM2G307241,Zm00001d053543,Zm00001eb204870
ZmOrphan350	A0A1D6QQA4	GRMZM2G040452,Zm00001d053566,Zm00001eb205090
ZmOrphan182	A0A3L6F5U2	GRMZM2G318689,Zm00001d053594,Zm00001eb205280
ZmC3H38	K7URF3	GRMZM2G056920,Zm00001d053682,Zm00001eb206080
ZmMYBR88	B4FVC8	GRMZM2G064328,Zm00001d053687,Zm00001eb206120
ZmEREB8	A0A3L6EZM0	GRMZM2G146028,Zm00001d053707,Zm00001eb206360
ZmHB80	A0A1D6QRZ9	GRMZM2G433591,Zm00001d053749,Zm00001eb206760
ZmSBP19	C4JBI6	GRMZM2G163813,GRMZM2G052902,Zm00001d053772,Zm00001d053775,Zm00001eb207010,Zm00001eb207020,Zm00001eb207030,Zm00001eb207040
ZmSBP26	B4FG20	GRMZM2G168229,Zm00001d053756,Zm00001eb206830
ZmC3H1	K7US34	GRMZM2G119640,Zm00001d053841,Zm00001eb207650
ZmbZIP84	B6UHQ6	GRMZM2G361611,Zm00001d053988,Zm00001eb209070
ZmWHIRLY2	K7UBM6	GRMZM2G012262,Zm00001d053855,Zm00001eb207760
ZmEREB98	B6TLY6	GRMZM2G052720,Zm00001d053859
ZmHB24	A0A1X7YHR4	GRMZM2G166041,Zm00001d000303,Zm00001eb208000
ZmOrphan136	B4FW31	GRMZM2G166035,Zm00001d000302,Zm00001eb208010
ZmOrphan28	A0A1D6QT42	GRMZM2G155370,Zm00001d053880,Zm00001eb208040
ZmSBP20	C0P8B7	GRMZM2G065451,Zm00001d053890,Zm00001eb208150
ZmGATA22	A0A1D6QTU3	AC184831.3_FG005,Zm00001d053940
ZmbHLH51	C0PHL6	GRMZM2G139372,Zm00001d053895,Zm00001eb208200
ZmCSD2	C0PLI2	GRMZM2G389768,Zm00001d053908,Zm00001eb208310
ZmGATA36	A0A1D6QTU6	AC184831.3_FG008,Zm00001d053943
ZmbZIP71	A0A1Q0Z8R9	GRMZM2G019106,Zm00001d053967,Zm00001eb208830
ZmBZR5	A0A1D6QTZ9	GRMZM2G069486,AC206780.3_FG004,Zm00001d053975,Zm00001eb208910
ZmOrphan220	A0A1D6GE50	GRMZM2G144109,Zm00001d012962,Zm00001eb211690
ZmbHLH128	K7UCG9	GRMZM2G314882,Zm00001d054038,Zm00001eb209480
ZMTHX21	K7UTA0	GRMZM2G037128,Zm00001d054080,Zm00001eb209880
